nama_makanan,air,energi,protein,lemak,karbo,serat,abu,kalsium,fosfor,besi,natrium,kalium,tembaga,seng,retinol,b_kar,kar_total,thiamin,riboflavin,niasin,vit_c,bdd,kategori,jenis_bahan,id_resep,bahan_bahan,langkah
"Cap cai, sayur",82.7,97,5.8,6.3,4.2,0.6,1.0,287,89,1.8,405,,,,45,,1640,0.21,,,1,100,sayuran,olahan,133,"1 ikat daun singkong yg masih muda
10 biji cabe rawit
5 butir kemiri
5 butir bawang putih
4 butir bawang merah
3 batang seray, ikat
1 bungkus penyedap rasa ayam
1/2 butir kelapa parut muda
1/2 ruas lengkuas, geprek
Secukupnya garam
Secukupnya Terasi
Secukupnya  ketumbar
Secukupnya gula pasir","1. Daun singkong dicuci lalu dicabut dari tangkainya, remas-remas hingga kecil dan sangat halus, bisa juga ditumbuk hingga halus untuk mendapatkan hasil yang lebih baik.
2. Haluskan semua bumbu kecuali serai dan lengkuas. Ambil wadah kemudian campur kelapa dgn air panas.
3. Masukan daun singkong yg telah dihaluskan, peras air kelapa di dalam wadah daun singkong tanpa membuang ampasnya,b iarkan sisa kelapa jatuh di dalam daun singkong, usahakan daun singkong tenggelam dgn air perasan kelapa, masukan pula ampas kelapanya namun jgn terlalu banyak.
4. Masak daun singkong hingga benar benar layu dengan cara ditutup dan di beri seray dan lengkuas, bila telah layu atau lembek daunnya masukan bumbu, penyedap rasa ayam, gula secukupnya,c abe rawit. Tutup dan masak hingga air berkurang, aduk sedikit biar tdk hangus."
Gado-gado,68.5,137,6.1,3.2,21.0,1.1,1.5,301,135,7.5,,,,,3,,5929,0.10,,,1,100,sayuran,olahan,134,"Hasil: 1 porsi
9 g saus sambal
1 sdm kecap manis
50 g sosis sapi
1 besar telur
1 sdm cabai merah atau rawit
2 kecil bawang merah
1 mangkok, dicincang sawi
3 siung bawang putih","1. Tumis bawang putih, bawang merah, dan cabai hingga harum.
2. Tuang air secukupnya tunggu sampai mendidih.
3. Masukkan sawi, sosis, dan telur.
4. Tambahkan garam, lada, kecap secukupnya.
5. Tunggu hingga matang."
"Gudeg, sayur",69.2,160,3.3,9.2,16.0,2.3,2.1,62,55,12.8,,,,,0,,166,0.15,,,0,100,sayuran,olahan,135,"Hasil: 4 porsi
100 gr Kacang panjang
1 ikat Kangkung
1/4 bh Kol
100 gr Tauge
4 bh Tahu goreng

Bahan Saus Kacang:
300 gr Selai kacang
350 ml Air
1 bks Masako® Rasa Sapi 11 gr
1 bh Jeruk limo
3 sdm Gula merah

Pelengkap:
Kerupuk
Lontong
Bawang goreng
Telur rebus","1. Iris iris tahu. Potong potong kacang panjang, kol, dan kangkung.
2. Larutkan selai kacang dengan air sedikit demi sedikit. Tambahkan gula merah, jeruk limo, dan Masako® Rasa Sapi, aduk rata.
3. Kukus sayuran selama 2 - 3 menit.
4. Tata lontong, sayur, dan tahu goreng dalam piring saji, tuang saus kacang di atasnya, sajikan dengan pelengkap."
Gulai pakis,76.1,143,4.0,11.4,6.0,1.4,2.6,548,124,1.7,,,,,11,,9802,0.35,,,1,100,sayuran,olahan,136,"Hasil: 4-5 porsi
1/2 potong nangka muda
Telur rebus, ayam (boleh kalau mau di masukan)
1/4 gula merah yang coklat pekat
1/4 santan(kalau pke yang saset 2buah)
3 lembar daun salam
3 lembar daun jeruk
1 buah sereh
6 buah bawang merah
8 buah bawang putih
Kunyit seruas jari
1 buah jahe
1 buah lengkuas geprek
3 buah kemiri
1 sendok teh ketumbar
secukupnya Garam
Penyedap (bila mau)
1 sedok Gula pasir (secukupnya bila kurang manis)
Kecap (boleh diberikan sedikit bila kurang coklat)
800 ml Air","1. Potong nangka kecil-kecil, cuci bersih teriskan
2. Aluskan semua bumbu, kecuali daun salam,daun jeruk, lengkuas geprek, sereh geprek, gula merah dihancurkan
3. Lalu masukan semuanya ke dalam panci
4. Masukan ayam(bila pake ayam), lalu nangka dalam panci, bila pke telur lebur taro diatas nangka
5. Masukan air, garam, penyedap, santan,gula
masak dengan api besar sampai mendidih, lalu tutup paci dan gunakan api kecil
6. Tunggu sampai air benar-benar menyusut, (jangan diaduk-aduk kalau di campur ayam/telur bisa hancur)
7. Koreksi rasa bila air sudah sdikit kurang lebih 3 jam, dan bisa disajikan sesuai selera mau kering atau sedikit berkuah"
Gulai pliek,71.9,176,7.3,14.9,3.2,,2.7,39,54,1.4,257,285.0,0.30,0.6,,,,,,,,100,sayuran,olahan,137,"Hasil: 1 mangkok
1 ikat pakis
200 ml santan kekentalan sedang
Bumbu halus:
3 siung bawang merah
1 siung besar bawang putih
1 buah cabe merah besar
1 butir kemiri
1 ruas kecil jahe dan kunyit
1/4 sdt ketumbar butiran
Sejumput jinten butir
Sedikit terasi (boleh skip)
1/4 sdt garam
Secukupnya gula
Boleh tambah kaldu bubuk
2 sdm minyak goreng untuk menumis
Bumbu cemplung:
2 lembar daun salam
2 lembar daun jeruk
1 batang sereh (geprek)","1. Petiki pakis. Cuci bersih lalu tiriskan
2. Haluskan bumbu. Lalu tumis sampai set. Tambahkan bumbu cemplung.
Lalu masukan Pakis. Tambahkan sedikit air. Aduk rata lalu tutup sebentar.
Masak sampai setengah matang
3. Tambahkan santan, garam, gula dan kaldu bubuk. Masak sampai matang
Jangan lupa cek rasa.
Siap di sajikan"
Kadada katembe,80.0,110,4.5,6.9,7.1,3.9,1.5,26,77,0.0,178,131.0,0.20,0.7,,46,,0.10,,3.7,23,100,sayuran,olahan,138,"Hasil: 8 porsi
1 kg chu yg sudah dipotong bagian ujungnya, cuci bersih
4 gelas santan dari 1 kelapa
garam

bumbu halus :
1 ons plik u
1/2 ons cabe rawit (tambah jk suka pedas)
3 cabe merah keriting
10 bawang merah
5 siung bawang putih
2 ruas jahe
2 ruas kunyit
1 sdt ketumbar
2 sdm kelapa parut

bahan yang dirajang :
5 ikat daun melinjo
1 ons biji melinjo
1 ikat kacang panjang
2 ons nangka muda
1 buah pepaya muda ukuran kecil
5 bawang merah rajang kasar
1 ons cabe ijo

bahan tambahan :
4 batang sereh (geprek)
5 lembar daun jeruk (sere dan daun jeruk boleh dirajang)
3 tangkai daun kari / temuru","1. Rajang semua bahan yg dirajang. khusus daun melinjo rajang sangat halus. pisahkan nangka muda.
2. Rebus nangka muda setengah matang. 5 menitan.
3. Blender bumbu. tuang ke dalam kuali. hidupkan kompor.
4. Masukkan chu, tambah garam 1/2 sdm. tunggu hingga mendidih dan air agak menyusut. aduk sesekali biar ga lengket.
5. Tambah sedikit air. masukkan semua sayuran yg telah dirajang. termasuk nangka yg direbus td. sere, daun neruk dan daun kari. biarkan hingga mendidih, aduk2 sesekali.
6. Setelah air kembali menyusut dan sayuran mulai empuk. masukkan santan. jgn ditinggal, aduk2 trus hingga mendidih. aroma kuah plik u nya mulai terasa 😍
7. Tambah garam 1 sdm, koreksi rasa. boleh tambah royco (aku ga pake). gulai sayur pliek u siap disajikan."
"Kaparende, sayur",91.7,38,2.4,2.0,2.6,1.5,1.3,126,68,0.0,170,43.0,0.00,0.3,,40,,0.10,,3.7,22,100,sayuran,olahan,,"Hasil: 4 porsi
Beberapa genggam Daun kelor
2 bongol jagung manis
4 butir Bawang putih
8 Butir Bawang merah
1 buah Tomat
secukupnya Garam dan bumbu kaldu
1 St Gula pasir
2 SM minyak","1. Siapkan semua bahan yang akan digunakan
2. Siangi dan bersihkan daun kelor, potong"" jagung manis
3. Geprek bawang putih, iris"" bawang merah dan tomat satukan
4. Goreng bawang putih sampai wangi dan agak kering, Kemudian tuang air, biarkan mendidih, masukkan jagung biarkan matang
5. Masukan daun kelor, beri garam dan bumbu kaldu, biarkan mendidih kembali
6. Masukan gula pasir, lalu irisan bawang merah dan tomat aduk sebentar matikan kompor,
7. Tuang tempat saji hidangkan"
"Karedok, sayur",79.0,92,2.2,3.3,14.1,1.4,1.4,174,85,2.4,,,,,0,,1,0.08,,,3,100,sayuran,olahan,139,,
Keripik bayam,2.3,586,4.9,40.6,50.2,0.5,1.9,236,117,3.6,,,,,0,,4544,0.16,,,0,100,sayuran,olahan,140,"Hasil: 1 orang
1 genggam tauge
1/4 buah kubis (iris halus)
1 buah timun (iris)
1 ikat daun kemangi (siangi)

Bumbu halus
10 buah cabe rawit
1 siung bawang putih (size kecil)
1/2 sdt garam
1 jempol asem jawa
1/2 butir gula merah
1/2 sdt terasi matang
2 genggam kacang tanah goreng

Bahan tambahan
Secukupnya air
1 sdm kecap manis","1. Haluskan bumbu, kemudian tambahkan kacang tanah goreng. Haluskan lagi sampai merata
2. Beri kecap manis dan air agar tidak menggumpal, aduk rata
3. Koreksi rasa bumbu, kemudian masukkan sayuran dan aduk aduk hingga merata, sajikan."
"Kotiu hinela tawang
nggole",88.4,46,2.2,1.5,6.0,3.8,1.9,64,44,0.0,316,103.0,1.60,0.8,,75,,0.30,,9.7,7,100,sayuran,olahan,,"Hasil: 1 porsi
Bayam, pilih yang daunnya lebar-lebar - 2 tangkai
Tepung beras - 200 gram
Maizena - 2 sdm
Garam - 1 sdt
Air - 250 ml
BUMBU HALUS:
Bawang putih - 3 siung
Kunyit - 1 ruas jari
Ketumbar - 1 sdt
Beli bahan dan peralatan masak","1. Petik-petik daun bayam kemudian cuci bersih.
2. Campur tepung beras, maizena garam dan air, aduk rata (adonan encer tapi tidak encer sekali).
3. Haluskan bumbu halus, kemudian masukkan ke adonan tepung, aduk rata.
4. Celupkan tiap lembar daun bayam ke adonan tepung kemudian goreng dalam minyak panas hingga matang dan berwarna kecoklatan.
5. Angkat dan tiriskan, setelah dingin simpan dalam toples kedap udara."
Lema/ Rebung asam,96.3,15,1.0,0.4,1.9,,0.4,17,230,2.9,3,156.0,0.10,0.7,,,,0.30,0.00,,,100,sayuran,olahan,,,
Lilin bungkus gedi,84.8,79,2.3,5.2,5.8,2.5,1.9,170,70,0.9,170,50.0,0.20,0.8,,,,0.20,0.10,0.0,18,100,sayuran,olahan,,,
Olah-olah,83.9,9,2.1,6.0,7.1,4.4,0.9,26,3,1.2,289,266.0,0.30,0.6,,36,,0.20,0.10,0.4,,100,sayuran,olahan,,,
"Paku hinela
wulelenggapaya",83.4,77,3.5,4.6,5.4,3.6,3.1,63,85,0.0,469,37.0,0.30,0.7,,55,,0.80,0.10,0.2,4,100,sayuran,olahan,,,
Pelecing kangkung,83.8,75,2.5,2.8,10.0,5.4,0.9,36,3,2.1,408,381.0,0.10,0.4,,870,,0.70,,0.2,12,100,sayuran,olahan,141,,
Purundawa,91.8,25,1.5,0.5,3.6,1.7,2.6,147,39,0.0,239,201.0,0.10,0.6,,55,,0.10,0.10,11.6,2,100,sayuran,olahan,,"Hasil: 5 porsi
2 ikat kangkung, potong-potong, rebus
75 g tauge, seduh dengan air panas
6 sdm minyak goreng, panaskan
1 bh jeruk limau
1 sdt garam
AJI-NO-MOTO® secukupnya

Bumbu halus :
5 bh cabai merah besar
3 siung bawang merah
3 bh cabai rawit
5 btr kemiri, sangrai
2 sdm terasi, bakar","1. Haluskan cabai merah, cabai rawit, bawang merah, kemiri, dan terasi dengan air.
2. Rebus kangkung hingga layu, angkat dan tiriskan. Seduh tauge, tiriskan. Sisihkan.
3. Campur bumbu halus dengan garam, air jeruk, dan AJI-NO-MOTO®, sisihkan. Panaskan minyak goreng.
4. Tuangkan minyak ke campuran bumbu, aduk rata. Siramkan bumbu ke atas kangkung dan tauge. Sajikan."
Rujak cingur,70.1,153,11.3,8.4,8.0,1.4,1.4,256,143,4.4,,,,,18,,2880,0.16,,,2,100,sayuran,olahan,142,,
Sayur asem,93.2,29,0.7,0.6,5.0,0.6,0.8,40,61,3.1,,,,,14,,2075,0.10,,,0,100,sayuran,olahan,143,"Hasil: 2 porsi
100 gram Cingur/kikil sapi
1 ikat kangkung
1 ikat kecil kacang panjang
1 mangkok kecil taoge
1 buah mentimun
1 buah nanas
bengkuang, mangga, belimbing dll
2 potong tempe goreng
2 potong tahu goreng
2 buah lontong siap makan (iris²)
Bumbu rujak :
5 buah cabai rawit (sesuai selera)
1 SDM bawang putih goreng
3 SDM kacang tanah goreng/sangrai
3 SDM petis biasa
1/2 buah Jambu kluthuk mentah
1 SDM petis spesial
1 sdt terasi
1 1/2 keping atau 25 g gula merah
2 SDM air asam jawa
100 ml (1/2 gelas kecil) air
1/2 sdt gula pasir
1 sdt garam","1. Rebus kikil dengan jahe, lengkuas, serai geprek hingga empuk. Angkat tiriskan. Potong² lalu seasoning dengan garam. Panaskan sedikit minyak lalu goreng sebentar.
2. Cuci², Potong, petik lalu rebus sayuran.
3. Goreng tahu dan tempe, potong kotak².
4. Potong buah²an. Lebih enak lagi kalau ada bengkuang, mangga mengkel, jambu air ya. Dirumah saya cuma ready dua buah ini.
5. Uleg bawang putih goreng, cabe, terasi hingga halus. Tambahkan kacang tanah, uleg sisihkan kepinggir cobek. Lalu masukkan gula merah sisir, air asam, gula, garam. Uleg hingga halus. Terakhir tambahkan air, petis aduk². Masukkan irisan lontong, tahu tempe goreng dan buah²an. Aduk² dengan bumbu.
6. Siapkan piring, tata bahan yang sudah dicampur bumbu rujak tadi. Tambahkan sayuran diatasnya."
Sayur bunga pepaya,83.4,49,1.7,0.3,9.8,2.7,2.1,220,220,1.3,90,350.0,0.10,0.1,,372,,,0.10,0.0,0,100,sayuran,olahan,144,"Hasil: 4 porsi
5 bh Kacang panjang
40 g Daun melinjo
50 g Melinjo
50 g Kacang tanah
1 bh Jagung
6 sdm Air asam jawa
3 sdm Gula merah
1 sdt Garam
1 sdt AJI-NO-MOTO®
1,5 L Air","1. Potong potong kacang panjang dan jagung.
2. Rebus melinjo, kacang tanah, dan jagung hingga setengah matang.
3. Masukkan kacang panjang dan daun melinjo.
4. Tambahkan air asam jawa, gula merah, garam, dan AJI-NO-MOTO , masak hingga matang, angkat, dan sajikan."
Sayur garu,70.8,178,2.6,13.9,10.6,8.4,2.1,30,130,0.9,20,120.0,0.10,0.3,,,,0.20,0.10,,9,100,sayuran,olahan,145,"Hasil: 2 porsi
250 gr bunga pepaya

Bumbu iris :
3 siung bawang putih, geprek
4 buah bawang merah iris tipis
1 buah cabe merah besar
3 buah cabe rawit
1 ruas lengkuas geprek
Secukupnya garam, merica dan penyedap rasa sapi
Sedikit air untuk kuah
3 sdm minyak goreng untuk menumis","1. Cuci bersih bunga pepaya, lalu rebus dengan air yg diberi sedikit tanah lempung/ampo, hingga matang dan rasa pahit berkurang atau hilang.
2. Cuci bersih lagi di air mengalir. Hingga bunga pepaya bersih dari air rebusan.
3. Di wajan tumis bumbu iris dan lengkuas geprek hingga harum. Masukkan bunga pepaya dan aduk rata.
4. Beri sedikit air, tambahkan garam dan penyedap secukupnya. Tutup wajan sebentar saja
Setelah matang, angkat dan sajikan"
Sayur kohu-kohu,72.8,133,7.3,6.6,11.2,1.2,2.1,40,120,0.2,20,50.0,0.10,0.3,,944,,0.20,0.20,,9,100,sayuran,olahan,146,"Hasil: 5 porsi
1 buah jantung pisang ukuran sedang
1 ikat daun singkong iris halus
100 gr bunga pepaya, remas dengan garam hingga layu lalu cuci bersih di air mengalir
3 siung bawang putih iris halus
4 siung bawang merah iris halus
6 buah cabe rawit iris halus
gula
garam
penyedap rasa
minyak untuk menumis
Air","1. Jantung pisang diiris tipis dan remas dengan garam. Lalu bersihkan di air mengalir hingga tidak ada getah.
2. Rebus jantung pisang dan daun singkong yang telah diiris tipis hingga empuk dan tiriskan
3. Panaskan minyak, tumis bawang merah, bawang putih, cabe rawit hingga harum dan masukkan daun singkong, jantung pisang dan bunga pepaya.
4. Masukkan sedikit air, gula, garam, dan penyedap rasa. Koreksi rasa, panaskan kembali hingga kuah habis dan siap disajikan."
Sayur lilin-terubuk,90.4,36,2.7,0.7,4.8,1.4,1.4,10,90,0.1,30,44.0,0.20,1.0,,,,0.30,0.20,,18,100,sayuran,olahan,147,"Hasil: 4porsi
secukupnya Sayur bunga karang
secukupnya Ikan asap, potong halus
4 siung bawang merah, haluskan
2 siung bawang merah, iris tipis
sesuai selera Cabe rawit, haluskan
1 sdm garam
1 sdt miwon penyedap rasa
6 buah jeruk nipis (lemon cina)
4 batang daun kemangi","1. Haluskan 4siung bawang merah, cabe rawit
2. Masukkan garam dan miwon penyedap rasa ke dalam bumbu halus, aduk rata
3. Campurkan sayur bunga karang, ikan asap yang sudah di potong halus, daun kemangi, 2siung bawang merah yang sudah di iris tipis..
4. Campur bumbu halus dengan bahan yg sudah di campur, aduk merata
5. Peras jeruk nipis,aduk rata. Siap di sajikan dengan nasi panas.."
Sayur ndusuk,87.5,49,3.1,2.5,3.6,,3.1,11,6,0.5,1011,88.0,,0.2,,,,0.20,0.10,,15,100,sayuran,olahan,,"Hasil: 2 porsi
2 batang sayur lilin / terubuk
4 siung bawang merah
2 siung bawang putih
2 cm lengkuas
2 cm kunyit
2 cm jahe
2 butir kemiri
8 buah cabe rawit
5 buah cabe merah
200 ml santan
2 batang serai, geprek
2 lembar daun salam
secukupnya Garam
secukupnya Gula
secukupnya Mentega
secukupnya Air","1. Kupas sayur lilin, kemudian potong2 sesuai selera
2. Haluskan bawang merah, bawang putih, cabe, lengkuas, kunyit, jahe, kemiri, garam & gula
3. Panaskan mentega, tumis bumbu halus, serai & daun salam sampai wangi, kemudian tambahkan air, tunggu hingga mendidih kemudian tambahkan santan
4. Setelah mendidih, koreksi rasanya 👌 setelah rasanya pas, masukkan sayur lilun, tunggu selama 1 menit kemudian matikan api
5. Siap disajikan 😋"
Sayur sop,92.7,27,1.3,2.0,1.0,0.3,2.7,168,57,1.8,,,,,20,,2569,0.10,,,0,100,sayuran,olahan,148,,
Sayur umbut kelapa,85.5,67,5.2,2.9,5.1,1.4,1.3,48,81,3.2,313,108.0,0.20,1.1,,21,,0.20,,,5,100,sayuran,olahan,149,"Hasil: 2 porsi
1 bh Kentang ukuran sedang
1/4 bh Wortel
2 bh sosis sapi
6 bh bakso sapi/ayam
3 bh Buncis
30 gr Kol
1 btg Daun bawang
1 tangkai Seledri
600 ml air
1 bks Sajiku® bumbu sayur sop
1 sdm minyak goreng","1. Potong kentang, wortel, buncis, kol, baso, sosis, daun bawang dan seledri, sisihkan.
2. Tuang air 600 ml, masukkan minyak
3. Masukkan kentang, wortel dan buncis, masak hingga setengah matang. Lalu masukkan sosis, baso kol daun bawang dan seledri, Tambahkan Sajiku® Bumbu Sayur Sop
4. Aduk rata. Masak hingga matang"
Sayur umbut rotan,87.6,57,5.4,2.6,3.1,1.6,1.3,184,135,1.2,256,81.0,0.20,0.9,,18,0,0.20,,,6,100,sayuran,olahan,150,"Hasil: 5 - 6 porsi
500 gram umbut kelapa / umbut enyuh
1 ikat daun labu / daun mentimun
1 iris labu kuning / secukupnya
250 gram kacang panjang, potong pendek²
250 ml santan kental / santan instan sesuai selera
5 siung bawang merah, iris tipis
3 siung bawang putih, iris tipis
secukupnya Gula pasir
secukupnya Garam
secukupnya Merica / lada
secukupnya Penyedap rasa","1. Iris tipis² umbut kelapa, ambil bagian yang masih muda dan tidak keras, cuci bersih, rebus ke dalam panci terpisah, bila sudah agak empuk, angkat, buang airnya, sisihkan
2. Rebus air dalam panci ukuran sedang, biarkan sampai mendidih. Jika sudah mendidih, masukkan santal kental, labu kuning dan irisan bawang merah dan bawang putih, aduk sesekali, biarkan sampai labu empuk, kemudian masukkan umbut kelapa
3. Kemudian masukkan garam, gula pasir, penyedap rasa dan merica secukupnya sambil koreksi rasa, setelah itu terakhir masukkan daun labu / mentimun dan kacang panjang, aduk sesekali, angkat dan sayur siap disajikan"
Shabu-shabu,87.1,88,3.2,8.0,0.8,0.9,0.9,217,48,2.9,514,,,,82,,2000,0.20,,,0,100,sayuran,olahan,151,"Hasil: 3 porsi
500 gram umbut rotan/diganti rebung, dipotong persegi
5 butir bawang merah, diiris
2 siung bawang putih, diiris
2 buah cabai merah, diiris serong
2 buah cabai hijau, diiris serong
1 buah tomat, dipotong-potong
minyak untuk menumis
250 ml air
1 3/4 sdt garam
1/4 sdt merica bubuk
1 1/4 sdt gula pasir
1/4 sdt pala bubuk","1. Panaskan minyak. Tumis bawang merah, bawang putih, cabai merah, cabai hijau, dan tomat sampai harum.
2. Tambahkan rebung. Aduk rata.
3. Masukkan air, garam, merica, gula pasir, dan pala bubuk. Aduk sampai matang."
Semur jengkol,52.7,212,6.0,10.0,29.1,,2.2,77,99,1.0,,,,,,,81,0.14,,,4,100,sayuran,olahan,152,"Hasil: 4 orang
Bahan Kuah :
2 liter air
1 bawang prey, potong dua aja
2 sdt bawang putih goreng, tumbuk kasar
1/2 bawang Bombay. Cemplung utuh
1/2 sdm Katsuobushi (cakalang asap)
3 cm konbu. (Optional. Tapi kalau pakai bikin makin enak)
1 sdt kepala+kulit udang yang digoreng kering lalu diblender
2 sdm Dashi
1 sdm kaldu jamur
secukupnya Garam, merica

Bahan isian :
Bebas. Aneka seafood, atau Frozen food yg ada seperti :
Bakso ikan, crab stick, bola2 udang, tofu, udang, bakso sapi
Chikuwa, daging shortplate dll. Apa aja yg Tersedia
Aneka sayuran : sawi daging, sawi putih, kangkung, jamur dll
Pelengkap :
Irisan cabe rawit
Kecap asin
Semangkok penuh Happy Feeling 😁","1. Membuat kuah. Panaskan air sampai mendidih. Masukkan bawang prey, Bombay, bawang putih goreng, Katsuobushi, konbu. Dengan api sedang biarkan mendidih.
2. Masukkan bumbu2. Garam, merica, dashi, kaldu jamur.
3. Saring kuah dari Katsuobushi, konbu, bawang prey, Bombay agar bersih..
4. Setelah disaring, panaskan kembali lalu masukkan isian selain sayur. Aneka bakso, chikuwa, udang, cumi, dll... Masak sebentar saja.
5. Terakhir, masukkan sayur. Kecilkan api. Isian seafood dan sayur membuat rasa kuah kaldu makin penuh. Rasa manis2 muncul dari sini.
Tes rasa, jika kurang gurih silakan ditambahkan sendiri dashi, kaldu jamur, garam, merica. Matikan api. Siap dihidangkan dengan pelengkap. Bon appetit!"
"Tinira ninahu
nggaluku",91.8,33,1.2,1.3,4.1,3.1,1.5,35,35,0.0,161,119.0,0.20,0.7,,6,0,0.30,0.00,3.5,10,100,sayuran,olahan,,"Hasil: 4 porsi
1/4 jengkol
6 butir Bawang merah
3 Butir Bawang putih
3 buah cabai merah
2 butir kemiri
Kunyit
1 bks santan kara
1 sendok makan ketumbar
1 sendok Teh lada bubuk
Kecap manis
Jahe,Laos,daun jeruk,daun salam,garam,gula kaldu bubuk","1. Rebus jengkol dgn daun salam kedalam air yg sudah mendidih selama 30menit
2. Haluskan bawang merah bawang putih,kunyit,ketumbar,kemiri cabai merah
3. Tumis bumbu yg sudah dihaluskan sampai harum,jgn lupa masukan jahe,Laos,daun salam, daun jeruk
4. Setelah harum masukan jengkol,santan,gula,garam,lada, kecap dan kaldu bubuk... cek rasa...semur jengkol siap dihidangkan..."
"Tumis bayam
bersantan",91.2,48,1.4,4.2,2.6,0.5,0.6,129,27,0.8,,,,,0,,2988,0.01,,,22,100,sayuran,olahan,153,,
Waluh balamak,89.4,45,0.8,0.9,8.1,7.9,1.0,25,25,0.5,61,15.0,,0.2,,1241,0,0.20,0.00,0.1,2,100,sayuran,olahan,154,"Hasil: 1-4 orang
Bayam
1 buah wortel
1 buah santan kara
2 siung bawang putih
5 siung bawang merah
2 cm kencur
1 sdt ketumbar bubuk
secukupnya Gula pasir, garam, penyedap
2 lbr daun salam
2 cm lengkuas","1. Cuci bayam kemudian potong potong. Iris wortel sesuai selera.
2. Haluskan bawang putih, bawah merah dan kencur.
3. Tumis bumbu yang sudah dihaluskan. Tambahkan ketumbar bubuk, lengkuas dan daun salam.
4. Masukkan air, ketika mendidih tambahkan wortel. Kemudian menyusul santan kara dan bayam.
5. Tambahkan penyedap, gula dan garam. Koreksi rasa. Kemudian dapat disajikan."
Woku ubi,73.0,143,3.1,7.8,15.0,7.0,1.1,195,91,2.8,353,256.0,0.30,1.0,,1519,0,0.10,,,15,100,sayuran,olahan,155,"Hasil:  2 buah
Seikat Pucuk waluh
Waluh
1 buah Cabe merah besar
1 bungkus royco ayam
3 butir bawang merah
900 ml santan
Bumbu
1 sendok gula pasir","1. Bersihkan pucuk waluh, buah waluh dipotong sesuai selera
2. Cuci bersih semua bahan masukan kedalam 900 ml air santan
3. Tambahkan gula pasir dan royco ayam
4. Koreksi rasa dan selamat menikmati bunda...."
"Alpukat, segar",84.3,85,0.9,6.5,7.7,,0.6,10,20,0.9,2,278.0,0.2,0.4,,189,180.0,0.05,0.08,1.0,13,61,buah,tunggal,," 2-6 porsi
1 ekor ikan ukuran besar; dibagi menjadi dua bagian
2 ikat sayur daun ubi/singkong
secukupnya daun pisang; jemur/bakar sebentar di kompor (lentur)
bumbu halus:
6 buah kemiri; sangrai
2 genggam cabe rawit
7 siung bawang merah
5 siung bawang putih
2 buah tomat
1 sdt kunyit bubuk
1 sdt garam
bumbu tumis:
1 batang serai; geprek
4 batang daun kemangi; petik
4 lembar daun jeruk
4 siung bawang merah; iris
lainnya:
secukupnya minyak goreng
secukupnya air
4 buah tusuk gigi/lidi","1. Bersihkan ikan, potong menjadi 2 bagian (karena teflon ukurannya tak sebesar ikan). Berikan secukupnya garam dan jeruk nipis lalu remas-remas dan diamkan. Siapkan juga daun pisang yang telah dijemur atau di bakar sebentar dikompor agar tak kaku saat dilipat nanti. Siapkan juga daun ubi yang telah dipetik dan dibersihkan.
2. Siapkan bumbu halus, ulek sampai halus (tomatnya bisa diiris-iris kecil saja). Kemudian siapkan juga bahan tumis yang telah dibersihkan
3. Panaskan minyak goreng secukupnya masukkan bawang merah sampai harum dan serai. Lalu masukkan bumbu halus. \secukupnya, tunggu sampai air mendidih ikan matang dan bumbu meresap kedalam ikan.
4. Tambahkan daun ubi yang telah dibersihkan. Tunggu sampai air mendidih dan daun ubinya telah matang sempurna. Lalu tiriskan dipiring yang lain. Setelah ikan matang dan air telah berkurang (agak kering lebih baik). Matikan kompor
5. Siapkan daun pisang. Letakkan daun ubi di dasar lalu ikan beserta bumbu kemudian daun ubi lagi beserta bumbu. Lipat daun pisang dan tusuk menggunakan tusuk gigi/lidi.
6. Panaskan teflon, oleskan minyak goreng sedikit. Letakkan pepesan ikan. Bakar sampai matang di kedua sisi. Lalu tiriskan
7. Pepes ikan woku plus daun ubi pun siap di santap!!!
Pepes: Ikan Woku Daun Ubi/Singkong (Pedas) langkah memasak 7 foto
Paling enak di nikmati dengan nasi panas dan pulen yang dimasak pakai dandang, pengennya nambah terus.hihi. Ikan pepes wokunya mantap, sayur daun ubinya pun mantap. Sekali pepes dapet ikan dan sayuran."
"Anggur hutan, segar",92.3,30,0.5,0.2,6.8,1.2,0.2,39,12,1.1,,,,,0,,1.0,0.01,,,3,100,buah,tunggal,,,
"Apel malang, segar",85.9,57,0.5,0.4,12.8,0.8,0.3,9,18,0.6,3.6,175.4,110.2,0.0,,26,2240.0,0.05,0.03,0.1,5,88,buah,tunggal,,,
"Apel, segar",84.1,58,0.3,0.4,14.9,2.6,0.3,6,10,0.3,2,130.0,124.2,0.3,,30,90.0,0.04,0.03,0.1,5,88,buah,tunggal,,,
"Arbai, segar",89.9,37,0.8,0.5,8.3,,0.5,28,27,0.8,1.95,43.0,63.5,18.9,,2,60.0,0.03,0.00,0.1,60,96,buah,tunggal,,,
"Belimbing, segar",90.0,36,0.4,0.4,8.8,3.2,0.4,4,12,1.1,4,130.0,,0.1,,29,170.0,0.03,,,35,86,buah,tunggal,,,
"Biwah, segar",87.1,51,0.3,0.1,12.1,0.7,0.5,220,14,0.8,1,258.6,0.0,0.0,0,,12256.0,0.10,0.02,0.0,4,66,buah,tunggal,,,
"Buah atung, segar",92.0,23,0.8,0.2,5.2,,1.8,30,50,4.6,,,,,,,0.0,0.29,,,38,80,buah,tunggal,,,
