,nama_makanan,air,energi,protein,lemak,karbo,serat,abu,kalsium,fosfor,besi,natrium,kalium,tembaga,seng,retinol,b_kar,kar_total,thiamin,riboflavin,niasin,vit_c,bdd,kategori,jenis_bahan,id_resep,bahan_bahan,langkah,bahan_stemmed
398,"daun bangun-bangun,
segar",92.5,27,1.3,0.6,4,1.0,1.6,279,40,13.6,4,144.0,0,0,0,1489,13288,0.16,0.10,0.0,5,66,sayuran,tunggal,,,,[]
399,"daun bawang  merah,
segar",89.1,41,2,0.3,7.8,2.1,0.8,60,40,2.3,30,90.0,0.10,0.3,0,218,0,0.10,0.10,0.2,11,67,sayuran,tunggal,,,,[]
400,"daun bebuas, segar",87.9,41,2.7,1.0,7.3,2.1,1.1,29,245,1.5,0,0,0,0,0,0,3099,0.01,0,0,3,49,sayuran,tunggal,,,,[]
401,"daun belem, segar",84.6,50,4.4,1.4,7.8,1.9,1.8,698,151,7.5,0,0,0,0,0,0,13072,0.05,0,0,21,81,sayuran,tunggal,,,,[]
402,"daun bluntas, segar",86,44,1.8,0.5,9.4,0,2.3,256,49,5.6,0,0,0,0,0,0,3980,0.02,0,0,30,65,sayuran,tunggal,,,,[]
403,"daun gandaria, segar",81,63,3.1,0.3,14,2.1,1.6,40,45,4.7,3,127.7,0,0,0,503,600,0.04,0.04,0.2,61,65,sayuran,tunggal,,,,[]
404,"daun gedi besar, segar",84,58,2.9,0.7,10,3.3,2.4,440,100,1.9,30,40.0,0.20,2.1,0,596,0,0.40,0.50,2.8,11,65,sayuran,tunggal,,,,[]
405,"daun gedi kecil, segar",83.7,61,3.2,0.7,10.4,3.4,2.0,420,70,1.7,20,50.0,0.10,1.4,0,607,0,0.40,0.30,2.9,11,65,sayuran,tunggal,,,,[]
406,"daun gelang, segar",90.3,30,1.3,0.7,5.8,1.3,1.9,350,210,11.9,5,333.3,0.31,1.2,0,4701,1954,0.01,0.14,0.7,1,52,sayuran,tunggal,,,,[]
407,"daun gunda bali,
segar",86.4,50,4.6,0.9,7,1.4,1.1,167,62,0.5,0,0,0,0,0,0,6571,0.05,0,0,20,49,sayuran,tunggal,,,,[]
408,"daun gunda serang,
segar",84.6,62,4.2,0.9,9.2,1.3,1.1,171,64,0.6,0,0,0,0,0,0,7347,0.02,0,0,20,47,sayuran,tunggal,,,,[]
409,"daun jambu mete
muda, segar",78,78,4.6,0.5,16.2,3.0,0.7,33,64,8.9,14,670.5,0,0,0,4484,2689,0.02,1.12,1.1,65,65,sayuran,tunggal,,,,[]
410,"daun jampang, segar",88.9,34,3.8,0.5,5.3,1.4,1.5,21,245,1.0,0,0,0,0,0,0,4357,0.03,0,0,3,47,sayuran,tunggal,,,,[]
411,"daun jawaw seluang,
segar",77.2,93,5,1.3,15.3,3.9,1.2,146,103,5.3,2,434.0,0.50,1.5,0,0,0,0.10,0.70,0,9,0,sayuran,tunggal,,,,[]
412,"daun jonghe, segar",91.4,27,2.1,0.7,4.4,2.0,1.4,253,192,9.5,0,0,0,0,0,0,5057,0.01,0,0,1,45,sayuran,tunggal,,,,[]
413,"daun kacang ma,
segar",89.1,36,2.9,0.6,6.8,1.8,0.6,64,220,2.2,7,485.3,0.20,0.3,0,2893,4377,0.04,0.18,1.2,4,33,sayuran,tunggal,,,,[]
414,"daun kacang panjang,
segar",89.7,30,3.1,0.3,5.8,1.7,1.1,200,66,4.5,7,458.6,0.20,0.3,0,2734,4592,0.33,0.20,1.1,30,65,sayuran,tunggal,,,,[]
415,"daun kasbi/singkong
karet, segar",80.3,92,4,3.6,10.9,5.8,1.2,140,70,1.6,70,90.0,0.30,1.1,0,9999,0,0.10,0.20,0.1,74,87,sayuran,tunggal,,,,[]
416,"daun katuk, segar",81,59,6.4,1.0,9.9,1.5,1.7,233,98,3.5,21,478.8,0.30,1.3,0,9152,10020,0.00,0.31,2.3,"16
4",40,sayuran,tunggal,,,,[]
417,"daun kecipir, segar",85,52,5,0.5,8.5,0,1.0,134,81,6.2,6,114.0,0.30,0.8,0,3981,5240,0.28,0.40,2.2,29,70,sayuran,tunggal,,,,[]
418,"daun kedondong,
segar",81,59,3.5,0.3,13.4,10.7,1.8,540,82,6.2,12,579.0,0,0,0,1624,2900,0.06,0.20,1.5,29,65,sayuran,tunggal,,,,[]
419,"daun kelor, segar",75.5,92,5.1,1.6,14.3,8.2,3.5,1077,76,6.0,61,298.0,0.10,0.6,0,3266,0,0.30,0.10,4.2,22,65,sayuran,tunggal,,,,[]
420,"daun kemang, segar",85,43,5.5,0.3,7.5,8.4,1.7,35,106,1.0,10,457.1,0,0,0,1282,1017,0.06,0.10,1.2,30,65,sayuran,tunggal,,,,[]
421,"daun kenikir, segar",87.6,45,3.7,0.5,6.6,5.8,1.7,328,65,2.7,6,431.0,0.10,0.6,0,30200,12,0.50,0.30,4.5,0,36.3,sayuran,tunggal,,,,[]
422,"daun kesum, segar",84.8,48,4.5,0.8,9.1,1.6,0.8,125,142,2.6,11,174.7,0.40,1.2,0,4216,8715,0.01,0.10,1.6,4,53,sayuran,tunggal,,,,[]
423,"daun kol sawi, segar",93.1,22,2.1,0.5,3.6,0.9,0.7,200,92,3.2,19,386.2,0.10,0.2,0,1806,2177,0.03,0.20,0.6,3,87,sayuran,tunggal,,,,[]
424,"daun koro, segar",91,23,3,0.3,3.7,0,2.0,134,81,6.2,4,68.4,0.20,0.5,0,2386,5240,0.28,0.20,1.3,29,65,sayuran,tunggal,,,,[]
425,"daun kubis, segar",86.2,51,2.5,1.1,8,3.4,2.2,100,50,3.4,50,100.0,0.90,0.6,0,9999,0,0.40,0.10,0.2,16,75,sayuran,tunggal,,,,[]
426,"daun kumak, segar",95.2,14,1.3,0.3,2.3,0.9,0.9,90,59,2.7,2,36.5,0.10,0.3,0,1274,2961,0.01,0.00,0.5,3,78,sayuran,tunggal,,,,[]
427,"daun labu siam, segar",89.7,34,4,0.4,4.7,3.5,1.2,58,70,2.5,16,630.7,0.20,0.3,0,4773,2025,0.08,0.40,1.7,16,100,sayuran,tunggal,,,,[]
428,"daun labu
waluh/kuning, segar",89.7,34,3.6,0.6,4.5,2.9,1.6,138,99,3.7,16,630.7,0.20,0.3,0,1258,2750,0.14,0.20,1.3,36,70,sayuran,tunggal,,,,[]
429,"daun lamtoro, segar",74,87,8.3,1.8,14.4,3.3,1.5,725,174,3.9,10,197.7,0.50,1.4,0,6900,13040,0.00,0.10,2.3,32,40,sayuran,tunggal,,,,[]
430,"daun leilem, segar",79.4,76,2.8,0.2,15.8,3.1,1.8,296,22,3.4,6,46.0,0.50,1.1,0,753,0,0.30,0.10,2.5,22,90,sayuran,tunggal,,,,[]
431,"daun leunca, segar",85,49,4.7,0.5,8.1,0,1.7,210,80,6.1,0,0,0,0,0,0,1900,0.14,0,0,40,70,sayuran,tunggal,,,,[]
432,"daun lobak, segar",90,30,2.3,0.4,5.8,3.2,1.4,140,33,3.7,16,747.4,0.20,0.2,0,5039,1000,0.07,1.10,6.5,"10
9",70,sayuran,tunggal,,,,[]
433,"daun lompong talas,
segar",87.2,44,3,0.8,7.4,3.3,1.6,76,59,1.0,3,578.4,0.20,0.4,0,2584,2000,0.08,0.40,1.4,31,75,sayuran,tunggal,,,,[]
434,"daun mangkokan,
segar",82,57,3.7,0.3,11.8,0,2.2,474,49,4.0,0,0,0,0,0,0,5450,0.06,0,0,83,80,sayuran,tunggal,,,,[]
435,"daun matel ambon,
segar",77.1,71,6.8,1.6,11.5,4.6,3.0,93,95,10.2,0,0,0,0,0,0,49,0.08,0,0,26,100,sayuran,tunggal,,,,[]
436,"daun melinjo, segar",70.8,104,5,1.3,21.3,10.3,1.6,219,82,4.2,12,604.8,0.40,0.6,0,823,10000,0.09,0,0,"18
2",88,sayuran,tunggal,,,,[]
437,"daun mengkudu,
segar",80.9,65,4,1.7,11.4,3.9,2.0,296,40,6.9,0,0,0,0,0,2,4958,0.01,0.10,5.7,35,90,sayuran,tunggal,,,,[]
438,"daun ndusuk, segar",56,166,1.7,0.5,38.8,10.7,3.0,40,20,1.8,40,310.0,0.20,0.7,0,14457,0,0.40,0.10,0.1,30,0,sayuran,tunggal,,,,[]
439,"daun oyong, segar",93,22,1,0.1,5.3,2.0,0.6,21,44,2.0,40,295.5,0.10,0.2,0,855,1000,0.08,0.10,0.8,"15
0",65,sayuran,tunggal,,,,[]
440,"daun pakis, segar",86.8,39,4.5,0.4,6.9,2.0,1.4,136,159,2.3,20,201.9,0.20,0.3,0,1625,3292,0.02,0.10,0.5,3,70,sayuran,tunggal,,,,[]
441,"daun pakis longgiho,
segar",89.5,54,2.2,3.6,3.1,2.1,1.6,40,80,0.7,70,500.0,0.40,0.1,0,168,0,0.40,0.30,0.2,8,70,sayuran,tunggal,,,,[]
442,"daun pakis
wambateu, segar",86.9,53,3.4,1.2,7.2,4.8,1.3,30,100,0.3,20,200.0,0.20,0.3,0,191,0,0.70,0.20,0.3,6,70,sayuran,tunggal,,,,[]
443,"daun paku, segar",88.8,29,3.4,0.1,6.5,4.3,1.2,13,88,1.3,19,434.0,0.50,0.7,0,18,0,0.20,0.10,11.7,10,70,sayuran,tunggal,,,,[]
444,"daun pangi,segar",76.1,104,3.9,0.6,17.9,8.3,1.5,256,22,1.8,4,266.0,1.70,0.5,0,55,0,0.40,0.10,0.1,23,90,sayuran,tunggal,,,,[]
445,"daun pare, segar",87.3,49,2.7,1.0,8.4,3.0,1.6,217,70,3.3,7,498.0,0.40,1.2,0,1800,0,0.40,0.20,0.6,7,0,sayuran,tunggal,,,,[]
446,"daun pepaya, segar",75.4,87,8,2.0,11.9,1.5,2.7,353,63,0.8,4,926.6,0.20,1.5,0,5409,18250,0.15,0.50,1.9,"14
0",71,sayuran,tunggal,,,,[]
447,"daun pohpohan, segar",87.4,37,2.5,0.8,6.9,2.6,2.4,744,80,5.9,0,0,0,0,0,0,7378,0.03,0,0,5,69,sayuran,tunggal,,,,[]
448,"daun selasih, segar",83.1,62,4,0.5,10.5,5.3,1.9,122,16,13.9,3,259.0,0.40,0.7,0,4112,0,0.50,0.10,0.2,24,53,sayuran,tunggal,,,,[]
449,"daun semanggi, segar",84.7,45,4.4,0.5,8.5,1.9,1.9,98,90,7.0,64,520.7,0.50,0.3,0,64,3365,0.01,0.50,0.7,6,90,sayuran,tunggal,,,,[]
450,"daun simpur, segar",86.2,53,3.2,2.5,7.6,1.6,0.9,228,194,3.5,0,0,0,0,0,0,3346,0.02,0,0,5,100,sayuran,tunggal,,,,[]
451,"daun singkil, segar",80.9,68,2,1.0,15.2,3.3,0.9,178,86,2.1,0,0,0,0,0,0,6042,0.02,0,0,3,70,sayuran,tunggal,,,,[]
452,"daun singkong, segar",84.4,50,6.2,1.1,7.1,2.4,1.2,166,99,1.3,17,23.1,0.10,2.0,0,3204,7052,0.04,0.10,1.8,"10
3",87,sayuran,tunggal,,,,[]
453,"daun singkong
ambon, segar",58,144,12.7,1.2,25.2,10.2,2.9,165,54,3.9,44,62.2,0.20,5.4,0,8627,13000,0.21,1.00,4.2,"22
0",87,sayuran,tunggal,,,,[]
454,"daun singkong
ampenan, segar",84.4,50,6.2,1.1,7.1,2.4,1.2,352,123,2.7,49,570.0,0.20,1.3,0,7917,0,0.50,0.10,1.6,"10
3",87,sayuran,tunggal,,,,[]
455,"daun singkong
kopang, segar",81.1,74,6.3,0.7,10.7,4.6,1.2,142,115,1.7,32,382.0,0.20,1.5,0,3882,0,0.50,0.50,1.9,"21
1",87,sayuran,tunggal,,,,[]
456,"daun sintrong, segar",88.5,36,2.6,0.9,6.1,1.7,1.9,398,95,9.3,64,444.4,0.10,0.4,0,10178,8868,0.03,0.20,0.9,3,94,sayuran,tunggal,,,,[]
457,"daun talas, segar",81.1,59,3,0.4,13.5,3.0,2.0,236,50,2.4,4,854.1,0.40,0.5,0,3816,5740,0.07,0.60,2.0,24,80,sayuran,tunggal,,,,[]
458,"daun tespong, segar",81,70,2.9,0.3,13.9,2.3,1.9,155,65,2.5,72,0,0.15,0.9,0,171,2500,0.05,0.70,1.4,21,60,sayuran,tunggal,,,,[]
459,"daun ubi kuning,
segar",83.5,62,3.7,0.3,11.1,6.4,1.4,170,40,0.6,10,0.0,0.20,0.5,0,3564,0,0.30,0.30,1.2,4,75,sayuran,tunggal,,,,[]
460,"daun ubi merah, segar",84.4,48,3,0.3,10.8,1.4,1.5,80,81,6.4,33,517.3,0.00,0.4,0,5453,4697,0.10,0.20,1.2,27,75,sayuran,tunggal,,,,[]
461,"daun ubi putih, segar",87.5,46,2.8,0.2,8.2,4.8,1.3,120,50,0.8,10,0.0,0.20,0.5,0,103,0,0.30,0.30,0.9,8,75,sayuran,tunggal,,,,[]
462,"daun ubi tinta, segar",85.1,55,1.7,0.1,11.9,7.6,1.2,120,40,0.6,10,0.0,0.20,0.5,0,516,0,0.20,0.00,0.0,7,75,sayuran,tunggal,,,,[]
463,"eceng, segar",93,19,1,0.2,3.8,1.8,2.0,80,45,3.7,45,634.1,0,0,0,7,1000,0.08,0.10,0.7,50,70,sayuran,tunggal,,,,[]
464,"gambas (oyong),
segar",94.5,19,0.8,0.2,4.1,1.3,0.4,19,33,0.9,23,109.1,0.00,0.1,0,17,380,0.03,0.00,0.4,8,85,sayuran,tunggal,,,,[]
465,"genjer, segar",90,35,1.7,0.2,7.7,2.5,0.4,62,33,2.1,64,905.8,0,0,0,0,3800,0.07,0.10,1.1,54,70,sayuran,tunggal,,,,[]
466,"jagung muda / semi,
segar",89.5,35,2.2,0.1,7.4,1.9,0.8,7,100,0.5,353,230.2,0.10,0.8,0,23,200,0.08,0.16,0.9,8,100,sayuran,tunggal,,,,[]
467,jamur encik,24.8,296,9.4,1.1,62,0,2.7,5,277,5.3,2,0.0,0.20,3.1,0,0,0,1.10,0.10,0,0,95,sayuran,tunggal,,,,[]
468,"jamur kuping, kering",14.9,294,16,0.9,64.6,46.5,3.6,51,223,6.7,174,726.1,0.29,5.5,0,11,0,0.11,0.60,2.7,0,100,sayuran,tunggal,,,,[]
469,"jamur kuping, segar",93.7,21,3.8,0.6,0.9,5.1,1.0,3,94,1.7,17,33.4,0.19,0.1,0,1,0,0.10,0.09,0.1,5,100,sayuran,tunggal,,,,[]
470,"jamur merang, segar",91.5,30,3.5,0.2,4,2.4,0.8,14,117,1.0,6,300.0,0.30,0.8,0,0,0,0.02,0.20,0.5,0,100,sayuran,tunggal,,,,[]
471,"jamur tiram, segar",92.5,30,1.9,0.1,5.5,3.6,0.6,9,83,0.7,22,226.0,0.00,0.8,0,0,0,0.30,0.20,1.0,0,100,sayuran,tunggal,,,,[]
472,jamur sagu,91.3,48,1.9,3.2,2.8,1.0,0.8,10,90,0.6,100,440.0,0.60,0.6,0,0,0,0.20,0.20,6.5,0,95,sayuran,tunggal,,,,[]
473,"jantung pisang, segar",90.2,32,1.2,0.3,7.1,3.2,1.2,30,50,0.1,3,524.0,0.09,0.3,0,201,170,0.05,0.03,0.8,10,25,sayuran,tunggal,,,,[]
474,"jengkol, segar",52.7,192,5.4,0.3,40.7,1.5,0.9,4,150,0.7,60,241.0,0.30,0.6,0,0,0,0.05,0.20,0.5,31,95,sayuran,tunggal,,,,[]
475,"jotang, segar",89,34,1.9,0.3,7.1,3.5,1.7,162,41,4.0,59,388.5,0.30,1.2,0,2,3918,0.03,0,0.4,20,70,sayuran,tunggal,,,,[]
476,"kabau, segar",67.2,130,6.7,0.3,25.2,2.9,0.6,4,204,0.5,1,397.8,0.20,0.5,0,165,0,0.80,0.10,0.3,16,95,sayuran,tunggal,,,,[]
477,"kacang mekah,
polong, segar",93.6,22,1.1,1.0,3.4,1.1,0.9,63,296,1.0,2,69.2,0.30,0,0,197,116,0.02,0,0.4,0,91,sayuran,tunggal,,,,[]
478,"kacang panjang, segar",91.8,31,2.3,0.1,5.3,2.7,0.5,60,64,0.6,30,213.0,0.10,0.5,0,125,0,0.70,0.10,0.3,46,92,sayuran,tunggal,,,,[]
479,kacang ranti polong,88.5,37,3.1,0.2,7.9,2.5,0.3,103,126,0.8,0,0,0,0,0,0,2312,0.02,0,0,6,83,sayuran,tunggal,,,,[]
480,"kalakai, segar",89.9,38,2.4,0.2,6.6,5.8,0.9,18,90,1.1,7,443.0,0.40,0.9,0,44,0,0.30,0.10,0,8,70,sayuran,tunggal,,,,[]
481,"kangkung, segar",91,28,3.4,0.7,3.9,2.0,1.0,67,54,2.3,65,250.1,0.13,0.4,0,2868,5542,0.07,0.36,2.0,17,60,sayuran,tunggal,,,,[]
482,kangkung tondano,88.5,43,1.8,0.2,8.4,4.3,1.1,72,9,0.7,30,361.0,0.30,0.4,0,2741,0,0.80,0.10,1.1,23,60,sayuran,tunggal,,,,[]
483,"kapri muda, segar",86.8,45,3.3,0.2,9,1.8,0.7,51,85,1.0,2,118.4,0.09,0.7,0,72,440,0.20,0.10,0.9,49,80,sayuran,tunggal,,,,[]
484,karawila,93.7,25,2.3,0.2,3.5,2.1,0.3,25,67,0.3,8,88.4,0.08,0.3,0,21,0,0.10,0.10,0.4,39,80,sayuran,tunggal,,,,[]
485,"kecipir muda, segar",90.4,32,2.9,0.2,5.8,5.5,0.7,63,37,0.3,3,103.8,0.18,0.4,0,261,595,0.24,0.11,0.7,19,96,sayuran,tunggal,,,,[]
486,"kecombrang, segar",90,34,0.9,1.0,6.7,2.6,1.4,60,16,1.0,47,650.6,0,0,0,0,73,0.00,0.02,0.8,0,100,sayuran,tunggal,,,,[]
487,"kelawi,kluwih, segar",70,118,1.5,0.3,27.2,5.0,1.0,28,32,0.9,2,500.9,0.09,0.1,0,0,20,0.10,0.03,0.9,19,77,sayuran,tunggal,,,,[]
488,"kembang turi, segar",87.4,51,1.8,0.6,9.6,5.0,0.6,23,29,0.9,22,275.3,0.15,0.9,0,201,105,0.13,0.12,0.6,41,83,sayuran,tunggal,,,,[]
489,"kerokot, segar",93,26,1.7,0.4,3.8,1.0,1.1,103,39,3.6,4,240.5,0.23,0.9,0,0,2550,0.03,0.09,0.2,25,80,sayuran,tunggal,,,,[]
490,"ketimun, segar",97.9,8,0.2,0.2,1.4,0.3,0.3,29,95,0.8,2,57.1,0.02,0.1,0,18,314,0.01,0.02,0.1,1,55,sayuran,tunggal,,,,[]
491,"ketimun krai, segar",96.8,10,0.5,0.2,2,0.6,0.5,20,98,1.0,10,82.1,0.03,0.1,0,19,21,0.02,0.03,0.1,3,82,sayuran,tunggal,,,,[]
492,"ketimun madura,
segar",97.1,9,0.5,0.1,1.9,0.7,0.4,15,102,0.6,2,78.9,0.02,0.1,0,25,0,0.02,0.02,0.1,5,89,sayuran,tunggal,,,,[]
493,"komak, segar",74.3,99,3.3,0.1,21.2,10.3,1.1,50,99,13.1,15,567.0,0.20,0.6,0,5,0,0.20,0.19,0.1,0,80,sayuran,tunggal,,,,[]
494,kool kembang,91.7,25,2.4,0.2,4.9,1.6,0.8,22,72,1.1,47,187.0,0.04,0.3,0,24,90,0.11,0.09,0.6,69,57,sayuran,tunggal,,,,[]
495,"kool merah,kool putih",92.4,29,1.4,0.2,5.3,1.9,0.9,46,31,0.5,28,236.8,0.29,0.3,0,46,80,0.06,0.07,0.3,50,75,sayuran,tunggal,,,,[]
496,"koro kerupuk, polong",67.2,128,8.3,0.7,22.1,0,1.7,17,12,2.7,0,0,0,0,0,0,80,0.11,0,0,31,68,sayuran,tunggal,,,,[]
497,"koro wedus, polong",88,46,3,0.3,7.9,3.3,0.8,56,47,1.1,2,249.3,0.09,0.4,0,66,870,0.09,0.09,0.5,17,70,sayuran,tunggal,,,,[]
498,"kucai, segar",86.3,45,2.2,0.3,10.3,4.8,0.9,52,50,1.1,21,439.5,0.11,0.5,0,2685,40,0.11,0.20,1.8,17,52,sayuran,tunggal,,,,[]
499,"kucai muda (lokio),
segar",86,42,3.8,0.6,7.8,4.9,1.8,76,91,2.5,22,449.1,0.11,0.5,0,2744,500,0.11,0.20,1.8,59,100,sayuran,tunggal,,,,[]
500,kulit melinjo,71.9,111,4.5,1.1,20.7,5.0,1.8,117,179,2.6,0,0,0,0,0,0,1267,0.07,0,0,7,100,sayuran,tunggal,,,,[]
501,"kundur, segar",94,22,0.4,0.2,4.7,1.3,0.7,3,54,0.5,2,200.0,0.10,0.3,0,7,0,0.10,0.03,0.4,1,57,sayuran,tunggal,,,,[]
502,"labu air, segar",95,19,0.6,0.2,3.8,0.6,0.4,12,18,0.6,2,168.2,0.03,0.8,0,11,70,0.04,0.02,0.4,10,80,sayuran,tunggal,,,,[]
503,"labu kuning, segar",86.6,51,1.7,0.5,10,2.7,1.2,40,180,0.7,280,220.0,0.35,1.5,0,1569,0,0.20,0.00,0.1,2,74,sayuran,tunggal,,,,[]
504,"labu siam, segar",92.3,30,0.6,0.1,6.7,6.2,0.3,14,25,0.5,3,167.1,0.16,1.0,0,48,20,0.02,0.00,0.6,18,83,sayuran,tunggal,,,,[]
505,"labu waluh, segar",91.2,32,1.1,0.1,6.6,0.5,1.0,45,64,1.4,1,356.2,0.13,0.3,0,712,180,0.08,0.12,0.6,52,77,sayuran,tunggal,,,,[]
506,"lantar, segar",91.2,34,2.2,0.3,5.5,2.9,0.8,10,58,0.4,3,155.0,0.20,0.4,0,38,0,0.30,0.07,0.4,4,0,sayuran,tunggal,,,,[]
507,"lobak, segar",94.1,21,0.9,0.1,4.2,1.4,0.7,35,26,0.6,49,109.3,0.03,0.2,0,0,10,0.03,0.04,0.3,32,87,sayuran,tunggal,,,,[]
508,"lumai/leunca, segar",90.5,38,1.1,0.3,7.6,2.0,0.5,7,55,1.0,2,0,0.10,0.3,0,25,0,0.20,0.10,0.6,17,95,sayuran,tunggal,,,,[]
509,"melinjo, segar",80,66,5,0.7,13.3,0,1.0,163,75,2.8,0,0,0,0,0,0,1000,0.10,0,0,"10
0",60,sayuran,tunggal,,,,[]
510,mostarda metan -sawi,91.4,33,2.3,0.5,4.7,1.8,1.1,60,30,3.1,20,100.0,0.10,0.4,0,1575,0,0.20,0.10,0.1,12,85,sayuran,tunggal,,,,[]
511,"nangka muda, segar",85.4,57,2,0.4,11.3,8.3,0.9,45,29,0.5,1,246.5,0.04,0.1,0,21,25,0.07,0.06,0.7,9,80,sayuran,tunggal,,,,[]
512,"paria putih, segar",94.4,19,1,0.4,3.6,1.3,0.6,31,65,0.9,5,277.7,0.03,0.8,0,197,80,0.18,0.04,0.4,58,80,sayuran,tunggal,,,,[]
513,"pepare ular, segar",95.1,19,0.6,0.1,3.9,1.0,0.3,20,10,0.4,130,30.0,0.10,0.1,0,69,0,0.10,0.10,0.1,9,97,sayuran,tunggal,,,,[]
514,"pepaya muda, segar",92.3,29,2.1,0.1,4.9,2.1,0.6,50,16,0.4,22,211.2,0.01,0.0,0,0,50,0.02,0.03,0.3,19,65,sayuran,tunggal,,,,[]
515,"petai, segar",77.2,92,5.4,1.1,15.2,2.0,1.1,14,170,1.6,55,221.0,0.20,0.8,0,114,0,0.80,0.10,6.1,34,36,sayuran,tunggal,,,,[]
516,"peterseli, segar",83.9,53,3.7,1.0,9,0.0,2.4,193,84,4.3,18,"1125.
6",0.20,1.4,0,2940,8230,0.11,0.29,0.7,"19
3",95,sayuran,tunggal,,,,[]
517,"pucuk lumai/daun
leunca, segar",91,33,4.5,0.4,2.8,0,1.3,13,75,2.9,2,0.0,0.20,0.6,0,0,0,0.50,0.10,0,41,70,sayuran,tunggal,,,,[]
518,"putri malu, segar",80.2,76,3.6,0.3,14.6,7.1,1.3,119,84,3.3,1,631.0,0.60,1.4,0,4762,0,0.60,0.60,0,6,0,sayuran,tunggal,,,,[]
519,"rebung, segar",93.3,25,0.8,0.1,5.3,9.7,0.5,3,5,0.5,3,206.0,0.10,0.4,0,10,0,0.20,0.07,0.5,0,28,sayuran,tunggal,,,,[]
520,"rimbang, segar",80.8,75,1.6,0.6,15.8,10.0,1.2,55,97,0.6,20,234.0,0.40,0.4,0,51,0,0.40,0.10,1.3,38,95,sayuran,tunggal,,,,[]
521,rumput laut,87,41,1.4,0.3,8.1,2.2,3.2,80,20,1.6,250,380.0,0.20,0.4,0,1958,0,0.20,0.00,0.1,7,100,sayuran,tunggal,,,,[]
522,"sawi, segar",92.2,28,2.3,0.3,4,2.5,1.2,220,38,2.9,22,436.5,0.12,0.2,0,2042,6460,0.09,0.23,0.7,"10
2",87,sayuran,tunggal,,,,[]
523,"sawi putih / pecai,
segar",96.6,9,1,0.1,1.7,0.8,0.6,56,42,1.1,5,193.1,0.05,0.1,0,862,832,0.05,0.18,0.4,3,79,sayuran,tunggal,,,,[]
524,"sawi taiwan, segar",91.8,30,1.9,0.5,4.4,2.7,1.4,100,58,1.6,27,217.0,0.10,0.7,0,1340,0,0.20,0.10,0.6,33,85,sayuran,tunggal,,,,[]
525,"sawi tanah, segar",94.9,19,1.3,0.2,2.9,2.2,1.0,92,45,1.2,17,145.0,0.10,0.4,0,815,0,0.20,0.10,0.1,36,85,sayuran,tunggal,,,,[]
526,"selada, segar",94.8,18,1.2,0.2,2.9,1.8,0.9,22,25,0.5,19,186.4,0.03,0.2,0,1526,540,0.04,0.13,0.4,8,69,sayuran,tunggal,,,,[]
527,"selada air, segar",93.3,17,3.1,0.2,2.2,0.7,1.2,95,152,2.4,65,260.7,0.11,0.2,0,1230,3727,0.09,0.14,0.7,56,70,sayuran,tunggal,,,,[]
528,"seledri, segar",93,23,1,0.1,4.6,2.0,1.3,50,40,1.0,64,258.8,0.08,0.4,0,63,130,0.03,0.07,0.4,11,63,sayuran,tunggal,,,,[]
529,"taoge, segar",90.4,34,3.7,1.2,4.3,1.1,0.4,166,74,0.8,19,93.3,0.16,0.4,0,41,20,0.09,0.15,1.1,5,100,sayuran,tunggal,,,,[]
530,"taoge kacang kedelai,
segar",81,76,9,2.6,6.4,0.7,1.0,50,65,1.0,5,212.4,0.26,0.7,0,0,110,0.23,0.19,1.2,15,100,sayuran,tunggal,,,,[]
531,"taoge kacang
tunggak, segar",88,40,5,0.2,5.8,2.6,1.0,57,88,1.0,2,226.8,0.07,0.5,0,299,0,0.07,0.08,0.8,15,90,sayuran,tunggal,,,,[]
532,"tebu terubuk (lilin),
segar",91,30,4.6,0.4,3,0.8,1.0,40,80,2.0,699,0,0.20,1.1,0,12,0,0.08,0.20,1.2,50,20,sayuran,tunggal,,,,[]
533,"tekokak, segar",89,34,2,0.1,7.9,4.9,1.0,50,30,2.0,3,333.3,0.12,0.2,0,23,750,0.08,0.05,0.9,8,95,sayuran,tunggal,,,,[]
534,"tekokak, kering",12.3,302,8.3,1.7,72.6,21.2,8.1,370,180,22.2,9,0.0,"1044.2
0",1.0,0,187,750,0.40,0.17,5.1,0,100,sayuran,tunggal,,,,[]
535,"terong, segar",92.7,28,1.1,0.2,5.5,2.1,0.5,15,37,0.4,9,187.0,0.10,0.1,0,46,30,0.04,0.03,0.5,5,100,sayuran,tunggal,,,,[]
536,"terong asam, segar",90.5,37,2,0.4,6.3,3.2,0.8,13,59,1.5,3,155.0,0.30,0.3,0,97,0,0.20,0.10,0.8,4,0,sayuran,tunggal,,,,[]
537,"terung belanda, segar",87.3,52,2.1,1.1,8.6,1.4,1.0,16,40,1.1,0,0,0,0,0,0,8048,0.42,0.06,0.0,12,100,sayuran,tunggal,,,,[]
538,"terung bengkulu,
segar",86.6,52,1.1,0.4,11.2,3.2,0.8,19,39,1.1,14,0,0.16,1.0,0,85,600,0.23,0.04,0.0,6,100,sayuran,tunggal,,,,[]
539,"terong hintalo, segar",89.2,45,1.9,0.8,7.5,5.1,0.6,19,268,1.0,167,142.0,0.60,0.2,0,552,0,0.20,0.40,0,4,0,sayuran,tunggal,,,,[]
540,terung panjang,91.8,25,2.1,0.1,5.3,0.5,0.7,38,24,0.7,9,53.7,0.09,0.2,0,83,24,0.15,0.06,0.7,8,100,sayuran,tunggal,,,,[]
